seed,probe_fraction,memory_id,encoding_position,isyn_score,w_slow,w_fast,assembly_w_fast,gamma0_retention,elapsed_seconds
9042,0.1,0,0,0.03831908555002883,0.04881224036216736,0.03693096339702606,0.029843328520655632,,1065.3006868362427
9042,0.1,1,1,0.025675779674202204,0.03428055718541145,0.019749334082007408,0.015287644229829311,,1065.3006868362427
9042,0.1,2,2,0.023470490326872095,0.026445822790265083,0.04322146624326706,0.03906496986746788,,1065.3006868362427
9042,0.1,3,3,0.03952425843453966,0.02843155339360237,0.09522857517004013,0.10052624344825745,,1065.3006868362427
9042,0.25,0,0,0.05534239544067532,0.07055512815713882,0.031067276373505592,0.026886023581027985,,1324.0227551460266
9042,0.25,1,1,0.039810051559470594,0.04983674734830856,0.019125062972307205,0.023176249116659164,,1324.0227551460266
9042,0.25,2,2,0.029639427782967687,0.03520270437002182,0.044671833515167236,0.03799043595790863,,1324.0227551460266
9042,0.25,3,3,0.03612623052322306,0.027937138453125954,0.09456386417150497,0.08587940782308578,,1324.0227551460266
9042,0.5,0,0,0.0896228909259662,0.10981431603431702,0.03001447767019272,0.018951479345560074,,2506.235177755356
9042,0.5,1,1,0.061537222703918815,0.08020342886447906,0.020365530624985695,0.016304856166243553,,2506.235177755356
9042,0.5,2,2,0.051872163952793926,0.06276886910200119,0.04506830498576164,0.04233470931649208,,2506.235177755356
9042,0.5,3,3,0.03703340401989408,0.02797294408082962,0.09316825866699219,0.087427519261837,,2506.235177755356
9042,0.75,0,0,0.11043403431540355,0.1373320370912552,0.035317353904247284,0.025043366476893425,,937.3673400878906
9042,0.75,1,1,0.07759053996414877,0.09656015783548355,0.02358142100274563,0.01808159612119198,,937.3673400878906
9042,0.75,2,2,0.06129931396571919,0.07584308832883835,0.04129479080438614,0.025819268077611923,,937.3673400878906
9042,0.75,3,3,0.037633232306689024,0.027613412588834763,0.09385755658149719,0.09353695064783096,,937.3673400878906
9042,1.0,0,0,0.14303188439225778,0.17827780544757843,0.04463735222816467,0.04852191358804703,,784.810224533081
9042,1.0,1,1,0.0976033037295565,0.12071441113948822,0.021723434329032898,0.010210412554442883,,784.810224533081
9042,1.0,2,2,0.0802459325932432,0.0994420051574707,0.04517678916454315,0.02981223352253437,,784.810224533081
9042,1.0,3,3,0.03665018195169978,0.027772117406129837,0.09321331977844238,0.08520440012216568,,784.810224533081
